,JSON Data
3674,"{""ip"":""15.197.142.173"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Washington"",""city_name"":""Seattle"",""latitude"":47.6275,""longitude"":-122.3462,""zip_code"":""98109"",""time_zone"":""-07:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
3675,"{""ip"":""93.186.115.206"",""country_code"":""TR"",""country_name"":""Turkey"",""region_name"":""Bursa"",""city_name"":""Bursa"",""latitude"":40.191727,""longitude"":29.060982,""zip_code"":""16220"",""time_zone"":""+03:00"",""asn"":""44565"",""as"":""Vital Teknoloji Telekomunikasyon Bilgisayar Hizmetleri ve Sanayi Ticaret Ltd Sirketi"",""is_proxy"":false}"
3676,"{""ip"":""145.14.144.244"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3677,"{""ip"":""194.156.65.99"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Noord-Holland"",""city_name"":""Amsterdam"",""latitude"":52.378502,""longitude"":4.89998,""zip_code"":""1000"",""time_zone"":""+01:00"",""asn"":""200904"",""as"":""FoxCloud LLP"",""is_proxy"":false}"
3678,"{""ip"":""185.104.28.238"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Gelderland"",""city_name"":""Ede"",""latitude"":52.03333,""longitude"":5.65833,""zip_code"":""6718"",""time_zone"":""+01:00"",""asn"":""206281"",""as"":""Stichting Digi NL"",""is_proxy"":false}"
3679,"{""ip"":""15.197.142.173"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Washington"",""city_name"":""Seattle"",""latitude"":47.6275,""longitude"":-122.3462,""zip_code"":""98109"",""time_zone"":""-07:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
3680,"{""ip"":""95.215.205.165"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Noord-Holland"",""city_name"":""Amsterdam"",""latitude"":52.378502,""longitude"":4.89998,""zip_code"":""1000"",""time_zone"":""+01:00"",""asn"":""204601"",""as"":""Zomro B.V."",""is_proxy"":false}"
3681,"{""ip"":""145.14.144.253"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3682,"{""ip"":""41.203.18.88"",""country_code"":""ZA"",""country_name"":""South Africa"",""region_name"":""Western Cape"",""city_name"":""Cape Town"",""latitude"":-33.925552,""longitude"":18.422857,""zip_code"":""8160"",""time_zone"":""+02:00"",""asn"":""37153"",""as"":""xneelo"",""is_proxy"":false}"
3683,"{""ip"":""172.67.189.160"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""San Francisco"",""latitude"":37.7757,""longitude"":-122.3952,""zip_code"":""94107"",""time_zone"":""-07:00"",""asn"":""13335"",""as"":""CloudFlare Inc."",""is_proxy"":false}"
3684,"{""ip"":""134.255.217.76"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Hessen"",""city_name"":""Frankfurt am Main"",""latitude"":50.11088,""longitude"":8.681996,""zip_code"":""65931"",""time_zone"":""+01:00"",""asn"":""30823"",""as"":""aurologic GmbH"",""is_proxy"":false}"
3685,"{""ip"":""108.167.180.177"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.748795,""longitude"":-84.387543,""zip_code"":""30301"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3686,"{""ip"":""13.225.63.111"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""New Jersey"",""city_name"":""Newark"",""latitude"":40.732277,""longitude"":-74.173575,""zip_code"":""07101"",""time_zone"":""-04:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
3687,"{""ip"":""162.241.24.95"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Utah"",""city_name"":""Provo"",""latitude"":40.213911,""longitude"":-111.634071,""zip_code"":""84606"",""time_zone"":""-06:00"",""asn"":""46606"",""as"":""Unified Layer"",""is_proxy"":false}"
3688,"{""ip"":""145.14.145.187"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3689,"{""ip"":""192.185.194.227"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.748795,""longitude"":-84.387543,""zip_code"":""30301"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3690,"{""ip"":""192.254.233.145"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Utah"",""city_name"":""Provo"",""latitude"":40.233807,""longitude"":-111.658586,""zip_code"":""84601"",""time_zone"":""-06:00"",""asn"":""46606"",""as"":""Unified Layer"",""is_proxy"":false}"
3691,"{""ip"":""91.142.254.86"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Overijssel"",""city_name"":""Zwolle"",""latitude"":52.512441,""longitude"":6.094466,""zip_code"":""8045"",""time_zone"":""+01:00"",""asn"":""21155"",""as"":""Signet B.V."",""is_proxy"":false}"
3692,"{""ip"":""15.197.142.173"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Washington"",""city_name"":""Seattle"",""latitude"":47.6275,""longitude"":-122.3462,""zip_code"":""98109"",""time_zone"":""-07:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
3693,"{""ip"":""172.67.200.180"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""San Francisco"",""latitude"":37.7757,""longitude"":-122.3952,""zip_code"":""94107"",""time_zone"":""-07:00"",""asn"":""13335"",""as"":""CloudFlare Inc."",""is_proxy"":false}"
3694,"{""ip"":""103.11.152.58"",""country_code"":""IN"",""country_name"":""India"",""region_name"":""Maharashtra"",""city_name"":""Mumbai"",""latitude"":19.075975,""longitude"":72.877377,""zip_code"":""400099"",""time_zone"":""+05:30"",""asn"":""133296"",""as"":""Web Werks India Pvt. Ltd."",""is_proxy"":false}"
3695,"{""ip"":""94.46.22.142"",""country_code"":""PT"",""country_name"":""Portugal"",""region_name"":""Santarem"",""city_name"":""Tomar"",""latitude"":39.60199,""longitude"":-8.40924,""zip_code"":""2250-028"",""time_zone"":""+00:00"",""asn"":""24768"",""as"":""Almouroltec Servicos de Informatica e Internet Lda"",""is_proxy"":false}"
3696,"{""ip"":""185.176.43.62"",""country_code"":""BG"",""country_name"":""Bulgaria"",""region_name"":""Sofia (stolitsa)"",""city_name"":""Sofia"",""latitude"":42.69751,""longitude"":23.32415,""zip_code"":""1000"",""time_zone"":""+02:00"",""asn"":""44476"",""as"":""Zetta Hosting Solutions LLC."",""is_proxy"":false}"
3697,"{""ip"":""192.185.214.243"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.748795,""longitude"":-84.387543,""zip_code"":""30301"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3698,"{""ip"":""64.91.248.18"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Michigan"",""city_name"":""Lansing"",""latitude"":42.73328,""longitude"":-84.637765,""zip_code"":""48917"",""time_zone"":""-04:00"",""asn"":""32244"",""as"":""Liquid Web L.L.C"",""is_proxy"":false}"
3699,"{""ip"":""107.154.146.93"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Texas"",""city_name"":""Dallas"",""latitude"":32.78306,""longitude"":-96.8065,""zip_code"":""75201"",""time_zone"":""-05:00"",""asn"":""19551"",""as"":""Incapsula Inc"",""is_proxy"":false}"
3700,"{""ip"":""192.185.16.185"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Florida"",""city_name"":""Jacksonville"",""latitude"":30.332134,""longitude"":-81.655671,""zip_code"":""32099"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3701,"{""ip"":""145.14.145.94"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3702,"{""ip"":""172.67.153.190"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""San Francisco"",""latitude"":37.7757,""longitude"":-122.3952,""zip_code"":""94107"",""time_zone"":""-07:00"",""asn"":""13335"",""as"":""CloudFlare Inc."",""is_proxy"":false}"
3703,"{""ip"":""141.8.197.42"",""country_code"":""RU"",""country_name"":""Russian Federation"",""region_name"":""Sankt-Peterburg"",""city_name"":""Saint Petersburg"",""latitude"":59.89444,""longitude"":30.2642,""zip_code"":""197349"",""time_zone"":""+03:00"",""asn"":""35278"",""as"":""Sprinthost.ru LLC"",""is_proxy"":false}"
3704,"{""ip"":""162.255.119.123"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Georgia"",""city_name"":""Atlanta"",""latitude"":33.727293,""longitude"":-84.425378,""zip_code"":""30310"",""time_zone"":""-04:00"",""asn"":""22612"",""as"":""Namecheap Inc."",""is_proxy"":false}"
3705,"{""ip"":""145.14.144.244"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3706,"{""ip"":""45.60.121.11"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Texas"",""city_name"":""Dallas"",""latitude"":32.78306,""longitude"":-96.8065,""zip_code"":""75201"",""time_zone"":""-05:00"",""asn"":""19551"",""as"":""Incapsula Inc"",""is_proxy"":false}"
3707,"{""ip"":""201.76.0.45"",""country_code"":""BR"",""country_name"":""Brazil"",""region_name"":""Santa Catarina"",""city_name"":""Ararangua"",""latitude"":-28.93472,""longitude"":-49.48583,""zip_code"":""88900-000"",""time_zone"":""-03:00"",""asn"":""28642"",""as"":""Contato Internet Eireli"",""is_proxy"":false}"
3708,"{""ip"":""145.14.156.63"",""country_code"":""NL"",""country_name"":""Netherlands"",""region_name"":""Drenthe"",""city_name"":""Meppel"",""latitude"":52.695985,""longitude"":6.194719,""zip_code"":""7944"",""time_zone"":""+01:00"",""asn"":""47583"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3709,"{""ip"":""107.154.159.101"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""Redwood City"",""latitude"":37.53244,""longitude"":-122.248835,""zip_code"":""94065"",""time_zone"":""-07:00"",""asn"":""19551"",""as"":""Incapsula Inc"",""is_proxy"":false}"
3710,"{""ip"":""193.109.246.54"",""country_code"":""RU"",""country_name"":""Russian Federation"",""region_name"":""Moskva"",""city_name"":""Moscow"",""latitude"":55.752259,""longitude"":37.61547,""zip_code"":""101990"",""time_zone"":""+03:00"",""asn"":""204343"",""as"":""Compubyte Limited"",""is_proxy"":false}"
3711,"{""ip"":""64.190.63.111"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Koeln"",""latitude"":50.933346,""longitude"":6.94972,""zip_code"":""51147"",""time_zone"":""+01:00"",""asn"":""47846"",""as"":""Sedo GmbH"",""is_proxy"":false}"
3712,"{""ip"":""77.238.28.81"",""country_code"":""IT"",""country_name"":""Italy"",""region_name"":""Lazio"",""city_name"":""Oriolo Romano"",""latitude"":42.158111,""longitude"":12.138045,""zip_code"":""01010"",""time_zone"":""+01:00"",""asn"":""20746"",""as"":""Telecom Italia S.p.A."",""is_proxy"":false}"
3713,"{""ip"":""185.230.63.186"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Virginia"",""city_name"":""Ashburn"",""latitude"":39.03408,""longitude"":-77.4885,""zip_code"":""20147"",""time_zone"":""-04:00"",""asn"":""58182"",""as"":""Wix.com Ltd."",""is_proxy"":false}"
3714,"{""ip"":""205.251.153.134"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Texas"",""city_name"":""Spring"",""latitude"":30.05201,""longitude"":-95.465271,""zip_code"":""77388"",""time_zone"":""-05:00"",""asn"":""11042"",""as"":""Network Transit Holdings LLC"",""is_proxy"":false}"
3715,"{""ip"":""145.14.144.244"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3716,"{""ip"":""154.41.250.171"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""North Carolina"",""city_name"":""Asheville"",""latitude"":35.58912,""longitude"":-82.54687,""zip_code"":""28801"",""time_zone"":""-04:00"",""asn"":""47583"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3717,"{""ip"":""145.14.144.253"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3718,"{""ip"":""192.185.169.46"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Florida"",""city_name"":""Jacksonville"",""latitude"":30.332134,""longitude"":-81.655671,""zip_code"":""32099"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3719,"{""ip"":""145.14.144.184"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3720,"{""ip"":""145.14.144.184"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
3721,"{""ip"":""192.185.57.194"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Florida"",""city_name"":""Jacksonville"",""latitude"":30.332134,""longitude"":-81.655671,""zip_code"":""32099"",""time_zone"":""-04:00"",""asn"":""19871"",""as"":""Network Solutions LLC"",""is_proxy"":false}"
3722,"{""ip"":""104.21.11.228"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""California"",""city_name"":""San Francisco"",""latitude"":37.7757,""longitude"":-122.3952,""zip_code"":""94107"",""time_zone"":""-07:00"",""asn"":""13335"",""as"":""CloudFlare Inc."",""is_proxy"":false}"
3723,"{""ip"":""3.33.130.190"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Washington"",""city_name"":""Seattle"",""latitude"":47.6275,""longitude"":-122.3462,""zip_code"":""98109"",""time_zone"":""-07:00"",""asn"":""16509"",""as"":""Amazon.com Inc."",""is_proxy"":false}"
3724,"{""ip"":""198.57.247.222"",""country_code"":""US"",""country_name"":""United States of America"",""region_name"":""Utah"",""city_name"":""Provo"",""latitude"":40.213911,""longitude"":-111.634071,""zip_code"":""84606"",""time_zone"":""-06:00"",""asn"":""46606"",""as"":""Unified Layer"",""is_proxy"":false}"
3725,"{""ip"":""87.236.19.18"",""country_code"":""RU"",""country_name"":""Russian Federation"",""region_name"":""Sankt-Peterburg"",""city_name"":""Saint Petersburg"",""latitude"":59.89444,""longitude"":30.2642,""zip_code"":""199406"",""time_zone"":""+03:00"",""asn"":""198610"",""as"":""Beget LLC"",""is_proxy"":false}"
3726,"{""ip"":""145.14.145.94"",""country_code"":""DE"",""country_name"":""Germany"",""region_name"":""Nordrhein-Westfalen"",""city_name"":""Calle"",""latitude"":51.33501,""longitude"":8.21362,""zip_code"":""59872"",""time_zone"":""+01:00"",""asn"":""204915"",""as"":""Hostinger International Limited"",""is_proxy"":false}"
